accuracy,cross_entropy,davidson,rao,length,accuracy_optimal,cross_entropy_optimal,davidson_optimal,rao_optimal,optimal
0.7011008249494354,0.6952958050374601,0.6952911475772559,0.6930270614140511,4000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6758815675192111,0.6745168978153262,0.6745176150995816,0.6735669802080944,6000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6743614173470845,0.6741255407690806,0.6741307710471044,0.673329221880017,8000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6724131084614136,0.672467639938509,0.672466027971176,0.6719071206592434,10000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6709003185985455,0.6706778776183929,0.6706744155919032,0.6706976906047926,20000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6703771002614699,0.670218218960374,0.6702142358235965,0.6703668046950187,30000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6701570335170293,0.6699989100680173,0.6699949058068987,0.6701753154233916,40000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6699887950704965,0.669864262655236,0.6698610640662217,0.6701771384600208,50000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6698497018944866,0.6697489443808967,0.6697458517730701,0.6700250738626077,60000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6697793530311006,0.6696759670111192,0.6696723610250266,0.6699311019771954,70000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6697393692108674,0.6696229918163539,0.669619448279879,0.6699458601373247,80000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6696273875936066,0.669512385386038,0.6695091510738994,0.6698661646045871,90000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.669556000512946,0.6694421573203949,0.6694391983131207,0.6698301372838953,100000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6695148457168649,0.6694103476446174,0.6694072294543848,0.6697932821729967,110000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6694797872869068,0.6693693101782529,0.6693663236387496,0.6697911832812252,120000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.669480642242034,0.6693686789440245,0.6693657639578855,0.6697874556111695,130000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6694466665594101,0.6693391812882548,0.6693362826981769,0.6697675254351009,140000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6694407452825539,0.6693393213701655,0.6693366326568145,0.6697603151976889,150000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6694840614182653,0.6693228813661183,0.6693204624810248,0.669746562763508,160000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6694745705162387,0.6692980713774594,0.6692956107416372,0.6697047941673336,170000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6694706714179167,0.6692985716405639,0.6692961772453698,0.6697047028734251,180000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.6694754099518709,0.669300305971819,0.6692978947935532,0.6697183507616095,190000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
0.669453291062957,0.6692804592103083,0.669277920511431,0.6696900322802174,200000,0.6691234517721182,0.6690423800539177,0.669039606990534,0.6694262430171929,0.6690423800026073
