default,category,optimal,n_train,std
0.6931471805599436,0.6769714076357306,0.6736486286621632,0,1
0.7718817680277557,0.677660242466336,0.6736486286621632,400,51
0.7628532312341101,0.6762038015409771,0.6736486286621632,800,21
0.7351239888445197,0.6766178148425029,0.6736486286621632,1200,31
0.6804937114962467,0.6759865900542794,0.6736486286621632,1600,16
0.678690700112248,0.6757531322811963,0.6736486286621632,2000,21
0.6781462294974647,0.6756416400480043,0.6736486286621632,2400,21
0.6776417915849888,0.6754721457306323,0.6736486286621632,2800,21
0.6776661264663801,0.675278321449021,0.6736486286621632,3200,26
0.6762155791464981,0.6747471394339127,0.6736486286621632,3600,26
0.6760281766988337,0.6747009610073529,0.6736486286621632,4000,31
0.6756676928676731,0.6745619368967448,0.6736486286621632,4400,26
0.6754486445332837,0.6745165764350887,0.6736486286621632,4800,26
0.6752619620479243,0.6743592597190771,0.6736486286621632,5200,31
0.6750136495532763,0.6743499234339837,0.6736486286621632,5600,26
0.674820143297754,0.6743489101188828,0.6736486286621632,6000,21
0.6747670228521006,0.6742869759413712,0.6736486286621632,6400,26
0.6745638356609346,0.6743162748281113,0.6736486286621632,6800,21
0.6744767068179683,0.6743006456771337,0.6736486286621632,7200,21
0.6745069238609178,0.6741962835087402,0.6736486286621632,7600,26
0.674678946701685,0.6743183755855728,0.6736486286621632,8000,26
0.6745316419348238,0.6742208240582777,0.6736486286621632,8400,26
0.674449241247076,0.6742591531699766,0.6736486286621632,8800,21
0.6743621969675686,0.6741612384737105,0.6736486286621632,9200,26
0.6744180740401897,0.6741805309909429,0.6736486286621632,9600,26
0.674304781182089,0.6741256295025754,0.6736486286621632,10000,31
0.6743412545391279,0.6742309153974078,0.6736486286621632,10400,21
0.6743374024946479,0.6741893200264578,0.6736486286621632,10800,26
0.6743240466235919,0.6742101015461818,0.6736486286621632,11200,26
0.6743523055389985,0.6742776753933862,0.6736486286621632,11600,21
0.6743849385432321,0.6742467256812084,0.6736486286621632,12000,26
0.6743192488208504,0.6742621921394987,0.6736486286621632,12400,21
0.67432088335172,0.6742181287255105,0.6736486286621632,12800,26
0.6743289381451514,0.6742436262358475,0.6736486286621632,13200,26
0.6742562696176619,0.6741844871475473,0.6736486286621632,13600,26
0.6742193526184362,0.674192455957781,0.6736486286621632,14000,21
0.6741698147362586,0.6741665714978297,0.6736486286621632,14400,21
0.6741659408500724,0.6741150716326872,0.6736486286621632,14800,26
0.6741788701208469,0.6741721392968852,0.6736486286621632,15200,21
0.6741575779115045,0.6741295078231925,0.6736486286621632,15600,21
0.674175786373666,0.6741287321126123,0.6736486286621632,16000,21
0.674151353258479,0.6740386582668457,0.6736486286621632,16400,26
0.6741383846227124,0.6740743909186924,0.6736486286621632,16800,21
0.674042771976234,0.6740113980521959,0.6736486286621632,17200,26
0.6740263737092088,0.6739904283169411,0.6736486286621632,17600,26
0.6739848188774582,0.6739627073197547,0.6736486286621632,18000,26
0.673980134377445,0.673949513852942,0.6736486286621632,18400,26
0.6740138691700497,0.6739628030026106,0.6736486286621632,18800,26
0.6740126458156003,0.673952028521124,0.6736486286621632,19200,26
0.6740018869283995,0.6739660149452903,0.6736486286621632,19600,21
